timestamp,vibration,engine_temperature,pressure,fuel_flow,altitude,rpm
2026-02-12 07:25:24.791569,5.248357076505616,801.9641229135811,32.06118917598116,1268.4938990428973,35156.18407128782,10110.90637386707
2026-02-12 07:26:24.791569,4.930867849414407,798.7178354224679,27.68929046590992,1194.586744368576,34990.57716880288,10350.744148532363
2026-02-12 07:27:24.791569,5.323844269050346,819.0358151203907,31.150874380448293,1145.84565418635,34867.04644019639,9909.70647945393
2026-02-12 07:28:24.791569,5.761514928204012,830.6566228285244,28.761523083677265,1269.598040721779,34861.13618674545,10264.118234002177
2026-02-12 07:29:24.791569,4.882923312638332,813.7369388826924,29.345194387258093,1194.341159195455,34965.73492186861,9602.601743942878
2026-02-12 07:30:24.791569,4.88293152152541,820.2308750234092,30.095208533733835,1173.360619008788,34841.948022859884,9939.758110576857
2026-02-12 07:31:24.791569,5.789606407753696,795.6519153538717,29.76101789654688,1244.4125498439305,35058.71480681069,10146.558875069368
2026-02-12 07:32:24.791569,5.383717364576454,802.5080961227827,26.64778871701413,1227.3803977431376,35019.81724970006,10099.110456420602
2026-02-12 07:33:24.791569,4.765262807032524,829.7146414719928,32.76362404232663,1206.1577240056452,35004.951920293344,9813.045467032664
2026-02-12 07:34:24.791569,5.271280021792983,810.5342292051646,32.268818437517794,1170.2576080972403,34938.06372984092,10308.784487221556
2026-02-12 07:35:24.791569,4.768291153593768,795.1594024847437,29.70736701374774,1187.1805194485914,34905.5102380104,9778.1607235608
2026-02-12 07:36:24.791569,4.767135123214872,800.6510110957475,31.86879725345817,1223.8085326793505,34906.73052598214,10492.256550295007
2026-02-12 07:37:24.791569,5.120981135783017,820.743025806091,29.20460967732405,1183.0849718177112,35017.68362775717,10173.967572171388
2026-02-12 07:38:24.791569,4.043359877671101,822.5245402064829,28.035605112511032,1187.680859772797,35020.37183850199,9983.255795741832
2026-02-12 07:39:24.791569,4.137541083743484,783.1573771676045,30.10882602840115,1159.993385478993,34964.981386849926,9976.06305711398
2026-02-12 07:40:24.791569,4.718856235379514,807.2518255009375,27.66219428303056,1240.708913222331,34863.78430686426,9722.161658444396
2026-02-12 07:41:24.791569,4.493584439832788,799.8431431489338,31.218101246966647,1173.5761081701355,35074.746454019354,9824.40404868682
2026-02-12 07:42:24.791569,5.157123666297637,798.6892830379259,28.594874501120515,1224.4580912113588,34950.20409805189,10375.275843921756
2026-02-12 07:43:24.791569,4.545987962239394,826.6061590086143,26.799938241534043,1201.416808442108,35012.520995462044,9842.156821319795
